model,checkpoint_path,checkpoint_step,benchmark,pair_scope,matching_fields,target,count,mean,median,q10,q25,q75,q90,min,max
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,2,False,725,0.34386283,0.07212733,0.00090885855,0.012483497,0.7114265,0.9612191,6.3273055e-06,0.9996604
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,2,True,451,0.9498425,0.9954372,0.85720825,0.96789,0.9992811,0.99976426,0.026155353,0.9999697
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,3,False,3,0.9967313,0.9967313,0.9967313,0.9967313,0.9967313,0.9967313,0.9967313,0.9967313
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,3,True,1,0.9998745,0.9998745,0.9998745,0.9998745,0.9998745,0.9998745,0.9998745,0.9998745
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,4,True,855,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,0,False,351033,0.060928468,0.0017692423,1.1132441e-05,0.00011732532,0.024449548,0.17820778,2.8846996e-09,0.9990357
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,0,True,13,0.5617309,0.62592804,0.04079483,0.14365852,0.940361,0.9799545,0.0020791623,0.99717605
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,1,False,4305,0.30121607,0.09573791,0.00042666515,0.0051094103,0.62531596,0.94018584,1.3957958e-07,0.9995316
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,1,True,48,0.938381,0.9781406,0.87142396,0.9280139,0.99575293,0.997928,0.3435539,0.99975497
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,2,False,619,0.3965975,0.28961042,0.0011310412,0.017243464,0.77638185,0.9591092,6.5988856e-06,0.99630713
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,2,True,763,0.9628864,0.99674475,0.93335766,0.9811469,0.99922514,0.9997751,0.039536715,0.9999385
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,3,True,2,0.99990547,0.99990547,0.9998778,0.9998882,0.99992275,0.9999331,0.9998709,0.99994004
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,4,True,652,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,0,False,1691237,0.02003196,0.000109122586,4.3289913e-07,5.2688297e-06,0.0024065685,0.028268866,2.7980764e-12,0.9990808
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,0,True,143,0.33497927,0.19777077,5.9315225e-05,0.0035276874,0.6591852,0.94227666,1.0996441e-06,0.99881554
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,1,False,302209,0.020499531,9.370693e-05,6.025468e-07,6.0053094e-06,0.0018173065,0.024195828,2.8351028e-11,0.9985207
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,1,True,236,0.5144399,0.53371197,0.00069167267,0.05301527,0.95662725,0.9903897,1.8454044e-06,0.9997967
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,2,False,5039,0.039824948,0.00042188464,3.1461527e-06,2.6021396e-05,0.0066148285,0.072969384,4.3514277e-09,0.99944514
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,2,True,103,0.7157128,0.93828434,0.006371694,0.47184289,0.99305737,0.9988091,8.5046144e-05,0.9998441
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,3,False,14,0.36014244,0.018982861,0.0011238441,0.0040099993,0.80905485,0.9234222,0.00014303152,0.97368014
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,3,True,16,0.91208464,0.9950008,0.84648126,0.9776033,0.9989567,0.99983776,0.0048042918,0.9999571
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,4,False,1,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_balanced,all_pairs,4,True,2,0.997121,0.997121,0.9948664,0.99571186,0.9985301,0.9993756,0.99430275,0.9999392
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,0,False,207,0.15624924,0.011603966,1.6008884e-05,0.0003434207,0.1796849,0.6457089,8.407942e-08,0.9988399
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,0,True,143,0.33497927,0.19777077,5.9315225e-05,0.0035276874,0.6591852,0.94227666,1.0996441e-06,0.99881554
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,1,False,218,0.28368014,0.033786923,3.111818e-05,0.0004435654,0.62842697,0.93723977,3.0740946e-08,0.9968252
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,1,True,236,0.5144399,0.53371197,0.00069167267,0.05301527,0.95662725,0.9903897,1.8454044e-06,0.9997967
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,2,False,67,0.41409948,0.30482498,9.702043e-05,0.017787822,0.89484155,0.9898897,1.0945499e-08,0.99944514
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,2,True,103,0.7157128,0.93828434,0.006371694,0.47184289,0.99305737,0.9988091,8.5046144e-05,0.9998441
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,3,False,7,0.7130728,0.82227784,0.34754193,0.67301726,0.92281765,0.9440695,0.0038816105,0.97368014
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,3,True,16,0.91208464,0.9950008,0.84648126,0.9776033,0.9989567,0.99983776,0.0048042918,0.9999571
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,4,False,1,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763,0.99614763
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,bpid_matching_paired,paired_rows,4,True,2,0.997121,0.997121,0.9948664,0.99571186,0.9985301,0.9993756,0.99430275,0.9999392
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,0,False,955,0.28430524,0.009107017,1.6793716e-05,0.00020056206,0.74838233,0.97358024,1.0202915e-07,0.99952483
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,1,False,10106,0.232804,0.004695321,1.0656465e-05,0.0001522802,0.34552106,0.9821596,4.504026e-09,0.99992645
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,2,False,64324,0.23771743,0.018596262,3.8284634e-05,0.0006517824,0.3928246,0.9473736,2.817263e-09,0.99992454
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,3,False,98317,0.26820982,0.031191725,7.444282e-05,0.0011759431,0.5277742,0.96742916,8.2701845e-09,0.99993324
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,4,False,52554,0.32295594,0.06803428,0.00015009535,0.0024585417,0.73733,0.9892611,7.705925e-09,0.99994755
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,5,False,11084,0.437172,0.29604393,0.0007972894,0.014221516,0.9358715,0.9975941,1.1365676e-07,0.9999298
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,5,True,1,0.95286804,0.95286804,0.95286804,0.95286804,0.95286804,0.95286804,0.95286804,0.95286804
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,6,False,1970,0.5297837,0.5722369,0.0033688627,0.06308636,0.9865767,0.9993655,1.6949672e-07,0.99996686
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,6,True,40,0.4155129,0.2860632,0.029838922,0.0995609,0.78061736,0.95909065,0.0011169146,0.9996979
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,7,False,446,0.6469296,0.95757043,0.0045291856,0.11859974,0.9991798,0.9998199,2.4590422e-06,0.99995697
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,7,True,144,0.5315904,0.6511867,0.005868589,0.06358111,0.94530016,0.9899725,1.5445617e-05,0.99928373
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,8,False,81,0.80113596,0.9986173,0.01696323,0.7934945,0.99982786,0.9998925,0.00021252655,0.9999559
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,8,True,178,0.67652655,0.9135101,0.033672348,0.27712446,0.99161047,0.9986719,1.528722e-05,0.99994993
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,9,False,19,0.9336578,0.999897,0.60621077,0.99836516,0.9999163,0.99993086,0.55283886,0.99995637
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,9,True,197,0.77132833,0.9748653,0.15556145,0.62427545,0.998708,0.99973226,0.0012375265,0.9999628
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,10,False,2,0.9124475,0.9124475,0.8424541,0.8687016,0.95619345,0.98244095,0.8249557,0.9999393
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,10,True,227,0.9068166,0.999469,0.59090054,0.9908469,0.9998473,0.99993694,0.0017057355,0.99996555
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,11,True,281,0.9606186,0.9999373,0.9968264,0.99970335,0.9999615,0.99996424,0.0020795541,0.9999678
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,12,True,197,0.98749167,0.9999616,0.9997404,0.99994254,0.9999641,0.9999651,0.01611223,0.9999683
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,ice_id_people_200,all_pairs,13,True,42,0.9999473,0.99996394,0.9999532,0.99995935,0.9999646,0.9999653,0.99938583,0.999966
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,0,False,194420,0.02312633,0.0012781763,2.9990855e-05,0.00017607806,0.009004761,0.048564404,3.8721746e-09,0.9898816
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,1,False,51512,0.2996457,0.040595785,0.0001975352,0.0017810912,0.68440855,0.960685,5.744761e-09,0.99984527
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,1,True,228,0.9991983,0.9999286,0.9997075,0.99987876,0.9999431,0.999953,0.92661965,0.9999621
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,2,False,3563,0.76628613,0.91495186,0.24147202,0.6360553,0.9825815,0.99556184,0.0005976454,0.9999615
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,2,True,207,0.99988234,0.99991536,0.9997745,0.99985844,0.99994224,0.9999515,0.9994586,0.99995875
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,3,False,5,0.7520739,0.9997147,0.36337438,0.46605295,0.9997154,0.9998647,0.294922,0.99996424
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_acm,cross_source,3,True,65,0.99988085,0.9998946,0.99979717,0.9998555,0.9999175,0.9999473,0.9996698,0.9999542
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,0,False,453344,0.52214634,0.5570676,0.025812687,0.14627157,0.88815653,0.9726609,3.5994108e-07,0.9998741
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,0,True,334,0.9773702,0.9987543,0.95500815,0.99522984,0.99953,0.99979067,0.016484719,0.9999368
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,1,False,103348,0.5981907,0.70155823,0.055131365,0.25426957,0.9345593,0.9843869,5.5710925e-06,0.9998952
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,1,True,453,0.9844679,0.9993765,0.98486876,0.99760145,0.9997968,0.9998938,0.15829061,0.9999628
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,2,False,6524,0.6755382,0.823047,0.11117073,0.39848718,0.9656485,0.9919433,0.00017687966,0.9998779
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,2,True,282,0.9908047,0.99984175,0.998766,0.9995113,0.9999363,0.99995625,0.22866474,0.9999651
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,3,False,30,0.9421992,0.99841225,0.9145897,0.9844293,0.99954516,0.9996798,0.074012004,0.9999045
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,dblp_google_scholar,cross_source,3,True,73,0.9999112,0.9999633,0.9997755,0.9998771,0.9999639,0.9999641,0.9996082,0.9999647
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,0,False,10208,0.032722548,0.0005683516,7.854729e-06,6.0830684e-05,0.005812577,0.050095994,1.1382451e-08,0.9915581
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,0,True,3,0.99815685,0.99822897,0.9972049,0.99758893,0.9987608,0.99908,0.9969489,0.99929273
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,1,False,2041,0.25781047,0.07195111,0.00044073252,0.0048795836,0.4517728,0.8734658,4.432243e-07,0.9974589
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,1,True,27,0.9371612,0.99514514,0.7884194,0.96962106,0.99936056,0.99967897,0.42357662,0.99989986
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,2,False,181,0.56456155,0.60927445,0.03747756,0.23610754,0.9218495,0.98668694,0.00061985257,0.9990915
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,2,True,48,0.9971762,0.99937344,0.99461186,0.99729955,0.9997877,0.9998858,0.9546119,0.99992466
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,3,False,1,0.9998827,0.9998827,0.9998827,0.9998827,0.9998827,0.9998827,0.9998827,0.9998827
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,3,True,28,0.9993168,0.99981815,0.9979141,0.9991634,0.99992466,0.99994063,0.99583447,0.9999521
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,4,False,1,0.99993503,0.99993503,0.99993503,0.99993503,0.99993503,0.99993503,0.99993503,0.99993503
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,fodors_zagats,cross_source,4,True,6,0.99993277,0.9999446,0.9998983,0.9999305,0.9999522,0.9999555,0.9998697,0.9999573
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,0,False,271911,0.7270341,0.96160936,0.008776512,0.48515958,0.9943225,0.99848783,1.1183588e-07,0.9999664
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,0,True,77,0.9566483,0.9998828,0.9040714,0.99964464,0.9999242,0.9999415,0.07680301,0.99996424
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,1,False,15869,0.72542965,0.98360187,0.010377893,0.38112688,0.99793136,0.9994178,8.451617e-07,0.9999659
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,1,True,257,0.9447864,0.9999027,0.92540187,0.9997055,0.99993885,0.9999538,4.6905796e-05,0.9999682
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,2,False,938,0.7803732,0.98069715,0.10164063,0.71887296,0.99933445,0.99983543,2.3559328e-06,0.9999658
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,2,True,188,0.93870586,0.99993265,0.99696904,0.99989647,0.9999468,0.99995756,0.00082019274,0.9999664
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,3,False,62,0.9043744,0.99876314,0.67720383,0.951015,0.99992406,0.9999484,0.00069968915,0.99996316
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,3,True,52,0.99584574,0.9999453,0.9998916,0.99993116,0.9999552,0.9999628,0.79158115,0.9999654
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,4,False,5,0.99747276,0.9971662,0.995149,0.9959266,0.99968874,0.9998464,0.9946306,0.9999515
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,walmart_amazon,cross_source,4,True,6,0.99454206,0.9999627,0.98369735,0.9999364,0.99996465,0.9999661,0.9674666,0.99996734
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,0,False,212711,0.98689705,0.99969816,0.99830353,0.9993285,0.99983954,0.9998971,2.9743928e-06,0.9999676
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,0,True,456,0.9933524,0.9999477,0.99990565,0.9999305,0.9999573,0.9999616,0.00019275499,0.99996996
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,1,False,76261,0.98784614,0.9998242,0.9992804,0.999666,0.9998925,0.9999243,5.9779854e-06,0.9999684
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,1,True,115,0.9999424,0.9999509,0.99991715,0.9999335,0.99995744,0.9999603,0.99975306,0.99996674
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,2,False,671,0.9998541,0.99990165,0.99970967,0.999837,0.9999353,0.9999504,0.9986332,0.999966
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,2,True,6,0.9999624,0.99996376,0.9999578,0.9999616,0.9999654,0.9999657,0.9999542,0.9999659
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,3,False,8,0.9999577,0.9999631,0.9999474,0.9999496,0.9999635,0.99996465,0.9999429,0.99996614
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_numeric,cross_source,4,True,3,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,0,False,212106,0.98705214,0.99967444,0.99823165,0.9992842,0.99982774,0.99989057,7.368003e-06,0.9999665
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,0,True,458,0.9933522,0.9999295,0.99984866,0.99990416,0.9999447,0.999954,0.0002046419,0.99996746
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,1,False,73161,0.9868254,0.99977857,0.99896157,0.99955636,0.9998702,0.9999107,9.221579e-06,0.999964
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,1,True,67,0.9999286,0.9999367,0.9998946,0.9999144,0.99994826,0.9999555,0.9997774,0.99996996
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,2,False,3808,0.99967295,0.9998342,0.99937767,0.9996921,0.9998967,0.99992687,0.98304474,0.99996376
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,2,True,49,0.99994385,0.99994874,0.99993014,0.9999385,0.9999578,0.9999612,0.99980193,0.99996257
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,3,False,570,0.99987644,0.9999127,0.99976885,0.9998661,0.99993885,0.99995124,0.9984425,0.9999653
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,3,True,4,0.9999578,0.9999602,0.9999479,0.99995404,0.999964,0.99996585,0.99994385,0.9999671
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,4,False,6,0.99996036,0.9999638,0.999952,0.9999559,0.9999645,0.9999652,0.99995077,0.99996567
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,amazon_google_price_both,cross_source,5,True,2,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305,0.99996305
