name,n_records,n_entities,prevalence,candidate_pairs,candidate_fraction,true_pair_candidate_recall,roc_auc,pr_auc,pair_precision,pair_recall,pair_f1,best_pair_f1,best_pair_threshold,adjusted_rand,baseline,policy,pair_scope,status,error,seconds,comparison_policy,blocking_policy,prior_recall,max_u_pairs,prediction_rules,prior_rules
dblp_acm,1000,500,0.002,26433,0.105732,1.0,0.9996565731462926,0.9855385039249032,0.9219330855018587,0.992,0.9556840077071291,0.9685039370078741,0.9852601348387888,0.8609535607162492,splink_generic_unsupervised,generic_exact,cross_source,completed,,1.6782006670255214,generic_by_manifest_type,exact_single_field_generic,0.7,200000,exact:year | exact:title | exact:authors,exact:year | exact:title | exact:authors
fodors_zagats,224,112,0.008928571428571428,101,0.008051658163265306,0.9017857142857143,0.9508928571428572,0.9026626275510204,1.0,0.8928571428571429,0.9433962264150944,0.948356807511737,0.006382782465553076,0.9342985815901342,splink_generic_unsupervised,generic_exact,cross_source,completed,,0.47978979104664177,generic_by_manifest_type,exact_single_field_generic,0.7,200000,exact:phone | exact:name | exact:addr,exact:phone | exact:name | exact:addr
walmart_amazon,1078,500,0.0020043889205674493,5373,0.018568244258980873,0.8448275862068966,0.9200833754738192,0.6006350995342508,0.5776487663280117,0.6862068965517242,0.6272655634357762,0.7004444444444444,0.9407647319202288,0.04524543739519467,splink_generic_unsupervised,generic_exact,cross_source,completed,,7.483203625073656,generic_by_manifest_type,exact_single_field_generic,0.7,200000,exact:modelno | exact:title | exact:brand,exact:modelno | exact:title | exact:brand
amazon_google_price_numeric,1080,500,0.0019984081645310113,959,0.003304264534112483,0.04310344827586207,0.5199894754436344,0.034931803988513796,1.0,0.0017241379310344827,0.0034423407917383822,0.0634390651085142,1.3422299717151026e-17,0.04702734322795253,splink_generic_unsupervised,generic_exact,cross_source,completed,,3.338627582998015,generic_by_manifest_type,exact_single_field_generic,0.7,200000,exact:title | exact:description,exact:title | exact:description
