name,n_records,n_entities,prevalence,candidate_pairs,candidate_fraction,true_pair_candidate_recall,roc_auc,pr_auc,pair_precision,pair_recall,pair_f1,best_pair_f1,best_pair_threshold,adjusted_rand,baseline,policy,pair_scope,status,error,seconds,blocking_policy,comparison_cleaning,matching_policy
dblp_acm,1000,500,0.002,2341,0.009364,1.0,0.9999952384769539,0.996963044199513,0.9913419913419913,0.916,0.9521829521829522,0.9910625620655412,0.375,0.6614561046286218,pyjedai_standard_blocking,standard_blocking_clean_weighted_edge_pruning_jaccard,cross_source,completed,,1.0895457500591874,StandardBlocking + BlockPurging + BlockFiltering(0.9),weighted_edge_pruning,"EntityMatching(metric=jaccard, similarity_threshold=0.0)"
fodors_zagats,224,112,0.008928571428571428,111,0.008848852040816327,0.9910714285714286,0.9955357142857143,0.9911511479591837,1.0,0.4732142857142857,0.6424242424242425,0.9955156950672646,0.12936507936507935,0.6413911526615607,pyjedai_standard_blocking,standard_blocking_clean_weighted_edge_pruning_jaccard,cross_source,completed,,0.04091425007209182,StandardBlocking + BlockPurging + BlockFiltering(0.9),weighted_edge_pruning,"EntityMatching(metric=jaccard, similarity_threshold=0.0)"
walmart_amazon,1078,500,0.0020043889205674493,52089,0.18001140428178944,0.996551724137931,0.9969345289091696,0.7944908191042221,1.0,0.10517241379310345,0.19032761310452417,0.7654723127035831,0.2199248120300752,0.18116416775989233,pyjedai_standard_blocking,standard_blocking_clean_weighted_edge_pruning_jaccard,cross_source,completed,,42.72034875000827,StandardBlocking + BlockPurging + BlockFiltering(0.9),weighted_edge_pruning,"EntityMatching(metric=jaccard, similarity_threshold=0.0)"
amazon_google_price_numeric,1080,500,0.0019984081645310113,25245,0.08698243812687136,0.9017241379310345,0.9451576504852033,0.3907152748467096,0.3333333333333333,0.005172413793103448,0.010186757215619695,0.5338393421884883,0.060425685425685424,0.02978334574259516,pyjedai_standard_blocking,standard_blocking_clean_weighted_edge_pruning_jaccard,cross_source,completed,,19.380147500080056,StandardBlocking + BlockPurging + BlockFiltering(0.9),weighted_edge_pruning,"EntityMatching(metric=jaccard, similarity_threshold=0.0)"
