model,checkpoint_path,checkpoint_step,benchmark,pair_scope,variant,config_index,n_configs,field_types,manifest_field_types,candidate_pairs,error,roc_auc,pr_auc,oracle_pair_f1,oracle_pair_threshold
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,81,135,title:identifier; authors:categorical; venue:identifier; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.7011906693386774,0.2594102188655329,0.34492350486787204,0.9998993873596191
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,82,135,title:identifier; authors:categorical; venue:identifier; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.7011906693386774,0.2594102188655329,0.34492350486787204,0.9998993873596191
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,83,135,title:identifier; authors:categorical; venue:identifier; year:categorical,title:text; authors:text; venue:text; year:categorical,250000,,0.8920935751503005,0.2654300058482502,0.3401162790697675,0.9999531507492065
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,84,135,title:identifier; authors:categorical; venue:identifier; year:numeric,title:text; authors:text; venue:text; year:categorical,250000,,0.8097260761523047,0.11335982106529786,0.2202304737516005,0.9999840259552002
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,85,135,title:identifier; authors:categorical; venue:identifier; year:date,title:text; authors:text; venue:text; year:categorical,250000,,0.8349035631262525,0.27520888295796714,0.3541364296081277,0.9999473094940186
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,86,135,title:identifier; authors:categorical; venue:categorical; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.6630350821643287,0.0037696516355556968,0.010494165557208864,0.1934451013803482
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,87,135,title:identifier; authors:categorical; venue:categorical; year:identifier,title:text; authors:text; venue:text; year:categorical,250000,,0.6630350821643287,0.0037696516355556968,0.010494165557208864,0.1934451013803482
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,88,135,title:identifier; authors:categorical; venue:categorical; year:categorical,title:text; authors:text; venue:text; year:categorical,250000,,0.8111531503006011,0.011662113035916749,0.03824289405684755,0.9929475784301758
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,89,135,title:identifier; authors:categorical; venue:categorical; year:numeric,title:text; authors:text; venue:text; year:categorical,250000,,0.6859403366733468,0.0034257631332426084,0.010488986564107686,0.975578248500824
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,90,135,title:identifier; authors:categorical; venue:categorical; year:date,title:text; authors:text; venue:text; year:categorical,250000,,0.7927986933867734,0.008337780542769846,0.023830935251798562,0.9892640709877014
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,exhaustive,91,135,title:categorical; authors:text; venue:text; year:text,title:text; authors:text; venue:text; year:categorical,250000,,0.7731529579158316,0.399959773342283,0.45310853530031614,0.9991264939308167
